,date,Adams,Allen,Ashland,Ashtabula,Athens,Auglaize,Belmont,Brown,Butler,Carroll,Champaign,Clark,Clermont,Clinton,Columbiana,Coshocton,Crawford,Cuyahoga,Darke,Defiance,Delaware,Erie,Fairfield,Fayette,Franklin,Fulton,Gallia,Geauga,Greene,Guernsey,Hamilton,Hancock,Hardin,Harrison,Henry,Highland,Hocking,Holmes,Huron,Jackson,Jefferson,Knox,Lake,Lawrence,Licking,Logan,Lorain,Lucas,Madison,Mahoning,Marion,Medina,Meigs,Mercer,Miami,Monroe,Montgomery,Morgan,Morrow,Muskingum,Noble,Ottawa,Paulding,Perry,Pickaway,Pike,Portage,Preble,Putnum,Richland,Ross,Sandusky,Scioto,Seneca,Shelby,Stark,Summit,Trumbull,Tuscarawas,Union,Van Wert,Vinton,Warren,Washington,Wayne,Williams,Wood,Wyandot
150,12/2/2018,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,21,0.0,0.0,5.0,0.0,4.0,0.0,10.0,1.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,6.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0
151,7/11/2017,0.0,2.0,1.0,8.0,4.0,1.0,7.0,4.0,26.0,1.0,8.0,10.0,23.0,4.0,5.0,1.0,0.0,60,2.0,3.0,12.0,10.0,5.0,1.0,36.0,3.0,2.0,2.0,11.0,1.0,33.0,9.0,0.0,6.0,1.0,2.0,1.0,2.0,0.0,1.0,6.0,18.0,11.0,0.0,6.0,3.0,8.0,16.0,4.0,19.0,2.0,13.0,6.0,4.0,5.0,0.0,38.0,1.0,2.0,3.0,5.0,5.0,3.0,0.0,10.0,2.0,12.0,2.0,1.0,25.0,3.0,3.0,1.0,3.0,15.0,34.0,23.0,14.0,0.0,11.0,1.0,2.0,20.0,11.0,10.0,3.0,44.0,0.0
152,6/14/2018,1.0,1.0,1.0,3.0,5.0,14.0,11.0,2.0,19.0,1.0,4.0,5.0,23.0,3.0,5.0,1.0,1.0,233,4.0,3.0,27.0,1.0,25.0,0.0,130.0,3.0,6.0,8.0,17.0,0.0,82.0,8.0,0.0,0.0,0.0,5.0,2.0,2.0,19.0,2.0,9.0,4.0,17.0,2.0,13.0,4.0,102.0,12.0,1.0,121.0,4.0,9.0,2.0,4.0,5.0,0.0,38.0,0.0,4.0,3.0,0.0,3.0,1.0,1.0,5.0,1.0,15.0,7.0,1.0,20.0,6.0,11.0,26.0,4.0,0.0,38.0,114.0,25.0,3.0,6.0,2.0,0.0,19.0,0.0,8.0,1.0,7.0,4.0
153,12/29/2017,2.0,1.0,2.0,5.0,5.0,2.0,0.0,2.0,21.0,1.0,3.0,6.0,26.0,1.0,6.0,1.0,3.0,83,2.0,4.0,14.0,0.0,9.0,1.0,108.0,0.0,0.0,2.0,27.0,0.0,38.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,6.0,6.0,10.0,1.0,12.0,1.0,22.0,32.0,5.0,11.0,2.0,5.0,4.0,3.0,7.0,0.0,48.0,2.0,2.0,1.0,0.0,6.0,3.0,2.0,6.0,0.0,6.0,3.0,4.0,9.0,5.0,1.0,2.0,6.0,0.0,31.0,24.0,22.0,8.0,10.0,1.0,0.0,22.0,0.0,14.0,0.0,23.0,1.0
154,12/11/2017,0.0,14.0,1.0,1.0,3.0,4.0,3.0,1.0,56.0,7.0,4.0,9.0,19.0,3.0,9.0,0.0,14.0,83,8.0,3.0,15.0,4.0,9.0,2.0,78.0,3.0,27.0,15.0,15.0,5.0,42.0,7.0,1.0,2.0,5.0,1.0,1.0,2.0,9.0,1.0,4.0,12.0,43.0,2.0,41.0,4.0,34.0,16.0,2.0,10.0,12.0,21.0,12.0,4.0,16.0,1.0,23.0,3.0,3.0,24.0,2.0,2.0,0.0,2.0,2.0,1.0,7.0,14.0,3.0,25.0,19.0,2.0,13.0,1.0,7.0,30.0,21.0,10.0,1.0,9.0,0.0,0.0,19.0,6.0,9.0,1.0,76.0,0.0
155,10/15/2017,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,6.0,0.0,2.0,1.0,0.0,27,2.0,1.0,5.0,1.0,2.0,0.0,16.0,0.0,0.0,1.0,4.0,0.0,7.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,3.0,9.0,0.0,2.0,1.0,6.0,0.0,2.0,2.0,0.0,11.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,1.0,13.0,4.0,5.0,1.0,4.0,0.0,0.0,5.0,0.0,1.0,0.0,4.0,0.0
156,3/19/2017,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,9.0,0.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0,25,1.0,0.0,5.0,2.0,3.0,0.0,8.0,0.0,0.0,1.0,6.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,15.0,11.0,4.0,0.0,1.0,0.0,0.0,9.0,0.0,1.0,1.0,4.0,1.0
157,3/10/2018,1.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,13.0,0.0,0.0,6.0,12.0,4.0,6.0,0.0,0.0,33,0.0,5.0,26.0,2.0,19.0,1.0,40.0,3.0,2.0,4.0,29.0,0.0,45.0,5.0,0.0,0.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,2.0,7.0,0.0,20.0,3.0,15.0,11.0,6.0,8.0,10.0,14.0,1.0,3.0,23.0,0.0,32.0,1.0,7.0,2.0,0.0,3.0,0.0,0.0,9.0,3.0,9.0,0.0,2.0,16.0,3.0,1.0,4.0,7.0,0.0,28.0,45.0,31.0,4.0,8.0,0.0,0.0,23.0,1.0,9.0,0.0,6.0,1.0
158,10/6/2018,0.0,9.0,1.0,9.0,11.0,10.0,4.0,4.0,78.0,2.0,3.0,12.0,84.0,9.0,18.0,5.0,3.0,293,6.0,8.0,63.0,6.0,27.0,3.0,435.0,4.0,4.0,21.0,72.0,3.0,154.0,18.0,2.0,2.0,2.0,5.0,3.0,3.0,10.0,4.0,9.0,8.0,44.0,7.0,26.0,12.0,47.0,71.0,7.0,34.0,13.0,49.0,0.0,7.0,22.0,1.0,103.0,1.0,10.0,10.0,2.0,8.0,3.0,4.0,14.0,7.0,40.0,8.0,1.0,28.0,9.0,1.0,12.0,7.0,3.0,85.0,165.0,66.0,13.0,14.0,1.0,2.0,84.0,4.0,26.0,2.0,31.0,2.0
159,3/8/2019,1.0,4.0,3.0,2.0,5.0,1.0,18.0,1.0,30.0,1.0,6.0,6.0,26.0,8.0,6.0,0.0,7.0,165,0.0,2.0,30.0,12.0,21.0,3.0,177.0,2.0,3.0,4.0,20.0,2.0,77.0,10.0,3.0,1.0,0.0,8.0,2.0,0.0,6.0,2.0,2.0,3.0,10.0,7.0,13.0,2.0,53.0,25.0,3.0,11.0,5.0,11.0,0.0,6.0,3.0,0.0,40.0,4.0,4.0,3.0,0.0,4.0,1.0,2.0,4.0,1.0,10.0,3.0,2.0,6.0,5.0,0.0,4.0,5.0,12.0,23.0,36.0,26.0,3.0,10.0,1.0,4.0,45.0,17.0,12.0,2.0,8.0,3.0
160,8/10/2018,0.0,6.0,2.0,7.0,9.0,4.0,1.0,2.0,92.0,5.0,9.0,10.0,27.0,2.0,3.0,0.0,36.0,196,1.0,4.0,35.0,7.0,25.0,1.0,42.0,3.0,1.0,7.0,23.0,1.0,102.0,8.0,1.0,0.0,5.0,3.0,2.0,2.0,16.0,3.0,6.0,6.0,13.0,4.0,5.0,3.0,21.0,38.0,2.0,27.0,4.0,14.0,0.0,20.0,13.0,0.0,52.0,1.0,7.0,7.0,1.0,2.0,1.0,3.0,5.0,1.0,17.0,4.0,1.0,18.0,6.0,3.0,12.0,11.0,8.0,193.0,87.0,57.0,8.0,8.0,5.0,0.0,36.0,21.0,22.0,4.0,57.0,0.0
161,5/1/2017,7.0,2.0,5.0,1.0,4.0,1.0,0.0,2.0,28.0,4.0,2.0,6.0,15.0,5.0,5.0,5.0,7.0,157,2.0,2.0,18.0,1.0,9.0,0.0,6.0,1.0,0.0,11.0,11.0,0.0,31.0,3.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,17.0,14.0,4.0,0.0,35.0,24.0,1.0,8.0,1.0,9.0,0.0,3.0,13.0,1.0,34.0,0.0,2.0,10.0,0.0,4.0,0.0,2.0,3.0,3.0,5.0,2.0,7.0,9.0,1.0,0.0,8.0,1.0,5.0,22.0,17.0,15.0,6.0,6.0,0.0,1.0,22.0,0.0,4.0,5.0,13.0,5.0
162,1/25/2017,1.0,36.0,10.0,12.0,0.0,0.0,12.0,1.0,20.0,1.0,2.0,3.0,11.0,1.0,4.0,1.0,5.0,32,1.0,0.0,3.0,3.0,7.0,6.0,34.0,0.0,11.0,4.0,5.0,2.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,3.0,5.0,2.0,6.0,9.0,1.0,7.0,1.0,18.0,0.0,4.0,1.0,0.0,15.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,0.0,2.0,5.0,0.0,0.0,11.0,3.0,6.0,6.0,1.0,0.0,46.0,10.0,10.0,1.0,4.0,0.0,0.0,6.0,0.0,1.0,2.0,4.0,4.0
163,11/23/2017,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,14,1.0,1.0,4.0,1.0,1.0,0.0,296.0,0.0,0.0,0.0,5.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,5.0,0.0,3.0,0.0,1.0,1.0,0.0,6.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,4.0,0.0,2.0,0.0,0.0,8.0,0.0,3.0,0.0,1.0,1.0
164,4/30/2019,0.0,2.0,6.0,1.0,4.0,6.0,0.0,4.0,42.0,3.0,5.0,10.0,29.0,3.0,7.0,1.0,3.0,109,11.0,1.0,25.0,1.0,18.0,2.0,33.0,1.0,0.0,2.0,14.0,2.0,48.0,9.0,1.0,0.0,4.0,6.0,2.0,2.0,5.0,4.0,0.0,1.0,17.0,2.0,9.0,1.0,16.0,18.0,3.0,37.0,6.0,7.0,0.0,7.0,3.0,1.0,26.0,0.0,3.0,5.0,1.0,3.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,40.0,8.0,0.0,1.0,4.0,1.0,38.0,32.0,18.0,3.0,5.0,0.0,0.0,21.0,0.0,6.0,2.0,33.0,1.0
165,6/23/2017,1.0,7.0,2.0,5.0,3.0,1.0,1.0,2.0,42.0,0.0,6.0,6.0,16.0,6.0,6.0,1.0,0.0,136,3.0,2.0,16.0,6.0,15.0,1.0,74.0,5.0,8.0,3.0,16.0,1.0,55.0,7.0,2.0,1.0,3.0,3.0,3.0,0.0,2.0,1.0,11.0,4.0,7.0,6.0,17.0,7.0,13.0,37.0,3.0,5.0,0.0,21.0,0.0,0.0,3.0,1.0,45.0,0.0,4.0,1.0,0.0,2.0,0.0,7.0,2.0,2.0,13.0,1.0,1.0,11.0,5.0,1.0,9.0,6.0,0.0,18.0,51.0,18.0,6.0,8.0,0.0,0.0,19.0,6.0,7.0,1.0,2.0,0.0
166,1/16/2018,2.0,8.0,2.0,0.0,1.0,1.0,7.0,1.0,18.0,1.0,0.0,9.0,17.0,0.0,8.0,2.0,20.0,88,5.0,0.0,17.0,6.0,12.0,2.0,126.0,3.0,8.0,24.0,8.0,0.0,116.0,9.0,1.0,0.0,0.0,6.0,0.0,1.0,5.0,3.0,0.0,8.0,12.0,7.0,19.0,5.0,13.0,33.0,5.0,19.0,7.0,15.0,0.0,4.0,2.0,0.0,32.0,0.0,3.0,12.0,4.0,4.0,2.0,9.0,4.0,0.0,15.0,1.0,3.0,11.0,5.0,1.0,0.0,2.0,1.0,33.0,58.0,12.0,5.0,10.0,5.0,0.0,30.0,17.0,3.0,0.0,2.0,4.0
167,11/14/2018,0.0,1.0,2.0,3.0,6.0,5.0,2.0,6.0,33.0,1.0,1.0,5.0,15.0,3.0,3.0,1.0,6.0,318,0.0,6.0,10.0,0.0,7.0,0.0,15.0,4.0,0.0,19.0,12.0,4.0,34.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,7.0,0.0,2.0,17.0,4.0,0.0,1.0,1.0,17.0,16.0,1.0,4.0,4.0,14.0,1.0,5.0,7.0,0.0,37.0,0.0,6.0,3.0,0.0,3.0,1.0,0.0,3.0,1.0,12.0,0.0,2.0,14.0,5.0,3.0,4.0,3.0,2.0,35.0,27.0,18.0,6.0,8.0,1.0,0.0,19.0,1.0,9.0,0.0,2.0,2.0
168,7/2/2018,2.0,16.0,1.0,4.0,9.0,4.0,7.0,4.0,126.0,8.0,4.0,19.0,36.0,1.0,6.0,1.0,17.0,336,1.0,5.0,36.0,6.0,22.0,0.0,206.0,3.0,0.0,9.0,17.0,24.0,185.0,7.0,3.0,1.0,4.0,2.0,3.0,2.0,8.0,0.0,5.0,14.0,56.0,12.0,30.0,9.0,52.0,45.0,3.0,5.0,5.0,15.0,2.0,6.0,11.0,0.0,193.0,2.0,8.0,10.0,0.0,5.0,2.0,8.0,6.0,2.0,24.0,3.0,2.0,16.0,10.0,8.0,5.0,2.0,3.0,48.0,105.0,21.0,5.0,8.0,0.0,4.0,32.0,1.0,14.0,1.0,7.0,3.0
169,4/17/2018,0.0,4.0,1.0,1.0,7.0,5.0,2.0,6.0,21.0,1.0,5.0,6.0,22.0,1.0,2.0,3.0,3.0,107,2.0,3.0,23.0,1.0,15.0,8.0,18.0,3.0,0.0,14.0,22.0,0.0,126.0,5.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,17.0,1.0,3.0,5.0,20.0,10.0,0.0,8.0,12.0,28.0,1.0,4.0,6.0,0.0,42.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,3.0,0.0,11.0,2.0,1.0,6.0,3.0,0.0,1.0,1.0,1.0,50.0,25.0,25.0,3.0,7.0,0.0,0.0,18.0,1.0,11.0,3.0,4.0,0.0
170,5/27/2017,0.0,3.0,0.0,2.0,3.0,1.0,1.0,2.0,14.0,0.0,2.0,3.0,12.0,0.0,3.0,0.0,1.0,26,1.0,0.0,9.0,2.0,4.0,1.0,20.0,0.0,0.0,2.0,4.0,0.0,31.0,6.0,0.0,0.0,2.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,9.0,3.0,3.0,1.0,3.0,0.0,4.0,4.0,1.0,21.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,7.0,1.0,1.0,6.0,1.0,0.0,2.0,2.0,1.0,12.0,13.0,7.0,0.0,3.0,0.0,0.0,8.0,0.0,1.0,2.0,2.0,0.0
171,12/4/2016,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,10,0.0,0.0,3.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,5.0,1.0
172,8/22/2017,0.0,15.0,1.0,7.0,4.0,3.0,6.0,7.0,36.0,3.0,3.0,8.0,15.0,1.0,4.0,1.0,5.0,77,2.0,3.0,24.0,12.0,12.0,1.0,148.0,6.0,0.0,7.0,19.0,2.0,51.0,10.0,2.0,1.0,1.0,4.0,2.0,0.0,4.0,2.0,1.0,5.0,26.0,1.0,15.0,2.0,14.0,29.0,4.0,20.0,2.0,14.0,3.0,44.0,4.0,0.0,51.0,1.0,6.0,2.0,0.0,3.0,1.0,6.0,5.0,1.0,12.0,6.0,3.0,5.0,2.0,15.0,6.0,8.0,1.0,46.0,37.0,23.0,5.0,7.0,5.0,0.0,40.0,3.0,3.0,4.0,8.0,1.0
173,3/1/2017,2.0,13.0,16.0,2.0,1.0,2.0,3.0,1.0,34.0,2.0,0.0,11.0,10.0,8.0,4.0,2.0,2.0,62,0.0,3.0,7.0,6.0,9.0,4.0,81.0,1.0,0.0,7.0,7.0,3.0,33.0,4.0,1.0,4.0,3.0,5.0,0.0,1.0,4.0,1.0,3.0,6.0,10.0,3.0,26.0,6.0,4.0,28.0,3.0,11.0,3.0,12.0,0.0,3.0,2.0,0.0,32.0,0.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,4.0,0.0,2.0,7.0,9.0,3.0,4.0,3.0,2.0,28.0,22.0,62.0,7.0,7.0,2.0,0.0,27.0,0.0,5.0,7.0,12.0,0.0
174,1/21/2019,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,13,0.0,0.0,3.0,0.0,5.0,0.0,11.0,1.0,0.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,5.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
175,10/8/2018,16.0,47.0,34.0,50.0,48.0,33.0,36.0,26.0,562.0,14.0,30.0,92.0,306.0,35.0,53.0,10.0,32.0,1594,32.0,20.0,310.0,67.0,218.0,15.0,1684.0,27.0,18.0,87.0,240.0,16.0,851.0,76.0,16.0,8.0,14.0,21.0,25.0,9.0,54.0,22.0,26.0,27.0,241.0,13.0,157.0,27.0,251.0,294.0,46.0,139.0,38.0,236.0,8.0,26.0,110.0,1.0,454.0,10.0,32.0,43.0,6.0,34.0,13.0,13.0,52.0,21.0,147.0,17.0,23.0,128.0,39.0,41.0,39.0,35.0,43.0,410.0,468.0,182.0,44.0,68.0,13.0,7.0,296.0,30.0,97.0,16.0,174.0,9.0
176,7/31/2018,5.0,5.0,2.0,10.0,6.0,5.0,10.0,9.0,73.0,2.0,3.0,20.0,36.0,3.0,28.0,1.0,11.0,164,10.0,5.0,51.0,16.0,34.0,2.0,56.0,1.0,0.0,19.0,34.0,12.0,112.0,16.0,5.0,0.0,1.0,3.0,3.0,3.0,8.0,2.0,2.0,7.0,31.0,1.0,12.0,2.0,32.0,36.0,5.0,61.0,3.0,38.0,1.0,12.0,10.0,0.0,175.0,0.0,9.0,7.0,1.0,1.0,0.0,5.0,8.0,0.0,14.0,2.0,0.0,37.0,7.0,3.0,7.0,2.0,10.0,37.0,44.0,67.0,2.0,19.0,0.0,1.0,38.0,2.0,18.0,5.0,17.0,0.0
177,11/15/2016,3.0,1.0,0.0,0.0,3.0,4.0,3.0,4.0,28.0,1.0,1.0,11.0,14.0,5.0,11.0,0.0,2.0,38,12.0,0.0,10.0,1.0,5.0,1.0,18.0,2.0,0.0,5.0,10.0,0.0,31.0,7.0,2.0,1.0,2.0,4.0,1.0,3.0,2.0,0.0,3.0,2.0,4.0,0.0,2.0,5.0,13.0,12.0,3.0,6.0,4.0,5.0,0.0,12.0,4.0,0.0,30.0,0.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,9.0,4.0,3.0,27.0,1.0,0.0,4.0,2.0,1.0,22.0,27.0,17.0,3.0,2.0,0.0,1.0,17.0,0.0,8.0,4.0,8.0,3.0
178,10/27/2018,0.0,4.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,2.0,4.0,6.0,17.0,0.0,1.0,1.0,4.0,111,4.0,2.0,8.0,2.0,7.0,2.0,19.0,3.0,0.0,7.0,9.0,1.0,36.0,6.0,0.0,0.0,5.0,5.0,1.0,1.0,5.0,0.0,0.0,3.0,8.0,1.0,5.0,7.0,9.0,23.0,0.0,6.0,2.0,10.0,0.0,7.0,4.0,0.0,22.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,4.0,0.0,7.0,0.0,0.0,5.0,3.0,1.0,3.0,0.0,2.0,27.0,17.0,17.0,4.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,9.0,1.0
179,3/31/2018,0.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,8.0,1.0,4.0,8.0,12.0,4.0,4.0,0.0,3.0,40,0.0,1.0,15.0,2.0,12.0,0.0,29.0,0.0,0.0,4.0,11.0,0.0,30.0,7.0,1.0,0.0,2.0,1.0,4.0,0.0,2.0,0.0,6.0,1.0,1.0,0.0,2.0,2.0,9.0,3.0,2.0,7.0,3.0,8.0,1.0,2.0,11.0,0.0,32.0,0.0,4.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,4.0,0.0,1.0,6.0,1.0,0.0,0.0,2.0,1.0,15.0,29.0,19.0,2.0,6.0,0.0,0.0,12.0,2.0,6.0,1.0,8.0,0.0
180,7/12/2018,2.0,6.0,12.0,4.0,11.0,4.0,6.0,3.0,71.0,1.0,4.0,15.0,37.0,5.0,6.0,6.0,8.0,65,5.0,4.0,31.0,7.0,24.0,0.0,64.0,6.0,1.0,7.0,29.0,5.0,95.0,16.0,1.0,1.0,4.0,1.0,2.0,5.0,6.0,4.0,5.0,6.0,15.0,2.0,13.0,4.0,18.0,60.0,34.0,36.0,3.0,18.0,1.0,7.0,12.0,0.0,48.0,0.0,1.0,6.0,0.0,3.0,2.0,7.0,6.0,1.0,25.0,16.0,3.0,6.0,1.0,5.0,2.0,5.0,4.0,46.0,50.0,40.0,6.0,11.0,3.0,0.0,28.0,2.0,11.0,6.0,14.0,1.0
181,2/7/2019,0.0,5.0,1.0,8.0,1.0,3.0,5.0,0.0,88.0,0.0,5.0,10.0,18.0,0.0,11.0,3.0,1.0,123,1.0,3.0,8.0,1.0,19.0,1.0,42.0,4.0,0.0,1.0,9.0,0.0,33.0,7.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,2.0,6.0,3.0,11.0,1.0,11.0,1.0,6.0,18.0,5.0,19.0,4.0,12.0,2.0,2.0,6.0,1.0,25.0,0.0,1.0,4.0,0.0,3.0,4.0,1.0,3.0,2.0,10.0,12.0,1.0,6.0,3.0,11.0,0.0,4.0,1.0,28.0,27.0,10.0,5.0,5.0,3.0,0.0,14.0,2.0,16.0,1.0,12.0,0.0
182,9/10/2017,0.0,1.0,3.0,1.0,0.0,3.0,1.0,2.0,15.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,29,0.0,0.0,8.0,1.0,5.0,0.0,13.0,0.0,0.0,1.0,8.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,2.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,6.0,4.0,1.0,2.0,2.0,0.0,13.0,4.0,6.0,0.0,1.0,0.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0
183,2/12/2017,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,8,1.0,1.0,6.0,1.0,2.0,3.0,8.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0
184,6/13/2017,0.0,0.0,0.0,24.0,7.0,1.0,1.0,9.0,19.0,1.0,4.0,9.0,15.0,1.0,4.0,1.0,5.0,74,10.0,0.0,20.0,6.0,8.0,4.0,70.0,2.0,0.0,2.0,12.0,9.0,40.0,7.0,4.0,0.0,1.0,3.0,2.0,2.0,4.0,0.0,3.0,1.0,6.0,1.0,19.0,1.0,12.0,24.0,2.0,13.0,3.0,15.0,0.0,5.0,1.0,0.0,22.0,0.0,3.0,4.0,0.0,5.0,2.0,0.0,3.0,0.0,11.0,12.0,1.0,7.0,1.0,1.0,7.0,3.0,0.0,21.0,16.0,11.0,7.0,4.0,0.0,0.0,24.0,1.0,3.0,0.0,5.0,0.0
185,7/20/2020,4.0,15.0,7.0,48.0,12.0,5.0,8.0,12.0,179.0,13.0,7.0,28.0,92.0,13.0,16.0,21.0,31.0,961,13.0,3.0,67.0,18.0,66.0,5.0,182.0,9.0,10.0,61.0,39.0,25.0,180.0,16.0,7.0,6.0,12.0,10.0,11.0,11.0,36.0,5.0,11.0,31.0,74.0,20.0,46.0,24.0,116.0,107.0,10.0,53.0,9.0,67.0,15.0,17.0,26.0,3.0,111.0,1.0,19.0,45.0,1.0,6.0,9.0,19.0,9.0,12.0,56.0,11.0,6.0,28.0,21.0,14.0,11.0,10.0,9.0,111.0,179.0,59.0,14.0,31.0,1.0,0.0,80.0,6.0,31.0,4.0,84.0,5.0
186,1/24/2020,0.0,4.0,1.0,3.0,7.0,2.0,10.0,6.0,61.0,2.0,3.0,24.0,76.0,9.0,10.0,2.0,8.0,153,3.0,3.0,55.0,11.0,50.0,1.0,284.0,3.0,2.0,8.0,17.0,11.0,217.0,15.0,4.0,1.0,7.0,4.0,2.0,7.0,11.0,2.0,8.0,5.0,32.0,11.0,21.0,1.0,150.0,49.0,6.0,27.0,7.0,14.0,0.0,25.0,18.0,1.0,62.0,5.0,11.0,6.0,0.0,9.0,2.0,13.0,12.0,2.0,16.0,3.0,4.0,18.0,6.0,3.0,8.0,4.0,2.0,70.0,76.0,40.0,9.0,17.0,41.0,5.0,52.0,22.0,31.0,1.0,47.0,2.0
